,loss,accuracy,auc_1,val_loss,val_accuracy,val_auc_1
0,0.6630269289016724,0.6479166746139526,0.5026826858520508,0.6623089909553528,0.6499999761581421,0.5
1,0.6759856939315796,0.5979166626930237,0.5025906562805176,0.6511444449424744,0.6916666626930237,0.5
2,0.6580203771591187,0.6645833253860474,0.5062111616134644,0.691448986530304,0.5416666865348816,0.4923076927661896
3,0.6628915667533875,0.6458333134651184,0.49794119596481323,0.6644859313964844,0.625,0.5740131139755249
4,0.6636732816696167,0.6416666507720947,0.5095421075820923,0.6713205575942993,0.6166666746139526,0.6175714135169983
5,0.6586133241653442,0.6583333611488342,0.49821510910987854,0.6438947916030884,0.699999988079071,0.5788235664367676
6,0.6472554802894592,0.6979166865348816,0.49790826439857483,0.652873694896698,0.675000011920929,0.5068060159683228
7,0.6702858209609985,0.6145833134651184,0.5027027130126953,0.6796467900276184,0.6000000238418579,0.45843303203582764
8,0.66575026512146,0.6291666626930237,0.5131369829177856,0.8178620934486389,0.375,0.5021141171455383
9,0.6575833559036255,0.6583333611488342,0.5236842036247253,0.887264609336853,0.34166666865348816,0.49159663915634155
10,0.6478133797645569,0.6854166388511658,0.5192222595214844,0.6799415349960327,0.5916666388511658,0.5063311457633972
11,0.6648350954055786,0.6187499761581421,0.5161884427070618,0.7107404470443726,0.5166666507720947,0.5092537999153137
12,0.6655732989311218,0.6270833611488342,0.5063023567199707,0.6634923219680786,0.574999988079071,0.6405501961708069
13,0.6560149788856506,0.65625,0.5094819068908691,0.6914528608322144,0.5416666865348816,0.5940170884132385
14,0.6569467782974243,0.65625,0.4999902844429016,0.6529206037521362,0.6416666507720947,0.5316455960273743
15,0.6591765284538269,0.6395833492279053,0.5074760317802429,0.6468968987464905,0.6666666865348816,0.6073436141014099
16,0.6442291140556335,0.6875,0.5122020244598389,0.6345196962356567,0.7250000238418579,0.5789915919303894
17,0.663212239742279,0.6270833611488342,0.5119202136993408,0.6366849541664124,0.7166666388511658,0.5544537901878357
18,0.6515199542045593,0.6583333611488342,0.5513567924499512,0.6311389207839966,0.7333333492279053,0.6787548065185547
19,0.6612738966941833,0.6479166746139526,0.5662049055099487,0.6406646966934204,0.6416666507720947,0.6281259655952454
