,loss,accuracy,auc,val_loss,val_accuracy,val_auc
0,0.6614357829093933,0.625,0.4899022877216339,0.6150156259536743,0.699999988079071,0.5300925970077515
1,0.6243822574615479,0.675000011920929,0.570960521697998,0.5915814638137817,0.699999988079071,0.6550925970077515
2,0.6353066563606262,0.6583333611488342,0.5896959900856018,0.6521177887916565,0.699999988079071,0.6484788060188293
3,0.6519771218299866,0.6187499761581421,0.5997339487075806,0.8430007696151733,0.5666666626930237,0.615089476108551
4,0.6154683828353882,0.6645833253860474,0.623291015625,0.9620879888534546,0.6583333611488342,0.5975609421730042
5,0.6472538709640503,0.6312500238418579,0.6231944561004639,0.9937020540237427,0.6083333492279053,0.6849315166473389
6,0.6082176566123962,0.6812499761581421,0.6630808115005493,0.8442213535308838,0.6666666865348816,0.5805635452270508
7,0.5856777429580688,0.6895833611488342,0.6931264400482178,0.9398254156112671,0.6666666865348816,0.7125656008720398
8,0.6028892993927002,0.6791666746139526,0.662463903427124,0.9912645220756531,0.6083333492279053,0.69119793176651
9,0.6265844702720642,0.6520833373069763,0.6623446941375732,0.9662672281265259,0.6333333253860474,0.7129847407341003
10,0.6179952621459961,0.668749988079071,0.6782203316688538,0.8502558469772339,0.6333333253860474,0.7088815569877625
11,0.6437334418296814,0.637499988079071,0.6558430790901184,0.7324773669242859,0.699999988079071,0.7648809552192688
12,0.6008991599082947,0.6833333373069763,0.7112419009208679,0.815327525138855,0.6916666626930237,0.6961901783943176
13,0.6182976961135864,0.6479166746139526,0.6729614734649658,0.7452059388160706,0.7166666388511658,0.6655266284942627
14,0.6227009296417236,0.668749988079071,0.6703065633773804,0.7691279649734497,0.675000011920929,0.6703070402145386
15,0.6186102032661438,0.6520833373069763,0.6941671967506409,0.6945610046386719,0.625,0.7169557809829712
16,0.5945262908935547,0.6708333492279053,0.7010586261749268,0.8139104247093201,0.6583333611488342,0.6791819334030151
17,0.6519861817359924,0.65625,0.6186607480049133,0.652415931224823,0.6499999761581421,0.7471001148223877
18,0.6019933819770813,0.6916666626930237,0.6725252866744995,0.6033695340156555,0.675000011920929,0.7361111640930176
19,0.5996395349502563,0.7020833492279053,0.6844432950019836,0.811214029788971,0.625,0.6557260751724243
