,loss,accuracy,auc_9,val_loss,val_accuracy,val_auc_9
0,0.9229491949081421,0.5145833492279053,0.5256979465484619,0.878375768661499,0.6583333611488342,0.6198437809944153
1,0.7026596069335938,0.6229166388511658,0.6017670631408691,0.7855001091957092,0.6833333373069763,0.6980550289154053
2,0.6781524419784546,0.6270833611488342,0.6135768890380859,1.366450548171997,0.6416666507720947,0.5588946342468262
3,0.6874186396598816,0.6166666746139526,0.5771967172622681,1.390844702720642,0.625,0.6173127293586731
4,0.6531311273574829,0.6270833611488342,0.6066508889198303,1.19496488571167,0.6666666865348816,0.6910937428474426
5,0.6515879034996033,0.6583333611488342,0.6314754486083984,0.6849446892738342,0.6666666865348816,0.7147436141967773
6,0.6423095464706421,0.6458333134651184,0.6446434259414673,0.6729593873023987,0.6916666626930237,0.6958645582199097
7,0.6146260499954224,0.6916666626930237,0.6823679804801941,0.8090097904205322,0.699999988079071,0.6924659609794617
8,0.6529988646507263,0.6458333134651184,0.5915231108665466,0.8498921990394592,0.6166666746139526,0.6768888831138611
9,0.6074381470680237,0.675000011920929,0.6419807076454163,1.042426586151123,0.6833333373069763,0.6347881555557251
10,0.6244751214981079,0.637499988079071,0.6619261503219604,1.0572291612625122,0.6833333373069763,0.7329910397529602
11,0.587261974811554,0.7083333134651184,0.6952014565467834,1.1362121105194092,0.6333333253860474,0.6828752756118774
12,0.618237316608429,0.6812499761581421,0.6634456515312195,1.5634971857070923,0.6583333611488342,0.6880209445953369
13,0.64935302734375,0.6520833373069763,0.6419519186019897,1.0329244136810303,0.6166666746139526,0.5947245359420776
14,0.6092671751976013,0.6895833611488342,0.6825260519981384,0.8625015020370483,0.6166666746139526,0.7631886005401611
15,0.5471557378768921,0.7354166507720947,0.7334995865821838,0.802600085735321,0.6166666746139526,0.6892361044883728
16,0.5962473750114441,0.7020833492279053,0.6821104288101196,0.6070658564567566,0.6666666865348816,0.7705439329147339
17,0.5860840082168579,0.6875,0.6681457757949829,0.6333089470863342,0.7166666388511658,0.7727128863334656
18,0.5752360224723816,0.731249988079071,0.7132352590560913,0.9457315802574158,0.6416666507720947,0.6037850379943848
19,0.6087005734443665,0.6937500238418579,0.6519986987113953,1.0506408214569092,0.625,0.6371851563453674
