,loss,accuracy,auc,val_loss,val_accuracy,val_auc
0,0.664993166923523,0.6208333373069763,0.569867730140686,0.6289591193199158,0.6291666626930237,0.6586239337921143
1,0.6434598565101624,0.6343749761581421,0.6171305179595947,1.0590664148330688,0.6312500238418579,0.6596371531486511
2,0.6277016401290894,0.6583333611488342,0.6188716888427734,0.8331542611122131,0.6354166865348816,0.6442997455596924
3,0.6296022534370422,0.6432291865348816,0.6286113262176514,0.7714959383010864,0.6604166626930237,0.6673375964164734
4,0.6278277039527893,0.6395833492279053,0.6387818455696106,0.6392180919647217,0.675000011920929,0.660919189453125
5,0.6181038618087769,0.6416666507720947,0.6605502963066101,0.6417083144187927,0.6229166388511658,0.6261664032936096
6,0.609965980052948,0.6578124761581421,0.6655594110488892,0.7625611424446106,0.6395833492279053,0.6642031669616699
7,0.6096763014793396,0.6703125238418579,0.6630111336708069,0.7773362398147583,0.6833333373069763,0.710706889629364
8,0.6199998259544373,0.6651041507720947,0.6658905148506165,1.1053389310836792,0.6354166865348816,0.7018353343009949
9,0.6001317501068115,0.6791666746139526,0.6865494847297668,0.8874919414520264,0.625,0.6854062080383301
10,0.6104544401168823,0.6833333373069763,0.6796672344207764,1.0754246711730957,0.675000011920929,0.7032090425491333
11,0.6065398454666138,0.6864583492279053,0.6943933963775635,0.829407274723053,0.6729166507720947,0.6483105421066284
12,0.6019638776779175,0.6864583492279053,0.6886192560195923,0.6937199234962463,0.6520833373069763,0.7278313636779785
13,0.5958073735237122,0.6953125,0.7052946090698242,0.7871934771537781,0.6645833253860474,0.7168638110160828
14,0.6012881398200989,0.682812511920929,0.7023505568504333,0.68681800365448,0.668749988079071,0.6958739161491394
15,0.5918571949005127,0.6989583373069763,0.7045326232910156,0.9572458267211914,0.6770833134651184,0.7095006704330444
16,0.5921817421913147,0.6942708492279053,0.7077727317810059,0.6248882412910461,0.6666666865348816,0.720698893070221
17,0.618444561958313,0.6739583611488342,0.6745798587799072,0.5774345993995667,0.6854166388511658,0.7251601219177246
18,0.6003753542900085,0.6989583373069763,0.6839672923088074,0.8691484332084656,0.6270833611488342,0.6492273807525635
19,0.5944651961326599,0.690625011920929,0.6981499195098877,0.820050060749054,0.6229166388511658,0.7104251384735107
