,loss,accuracy,auc,val_loss,val_accuracy,val_auc
0,0.6601448059082031,0.6416666507720947,0.553527295589447,0.7239732146263123,0.6416666507720947,0.6092098355293274
1,0.6449403762817383,0.660937488079071,0.5797252058982849,0.6254245042800903,0.6520833373069763,0.6339365839958191
2,0.6561426520347595,0.6244791746139526,0.5835665464401245,0.6599217057228088,0.6333333253860474,0.5980300903320312
3,0.6405937671661377,0.6536458134651184,0.5883631706237793,0.6822506785392761,0.606249988079071,0.5183184742927551
4,0.647506594657898,0.6364583373069763,0.5851678848266602,0.7958018183708191,0.6187499761581421,0.6753969788551331
5,0.636674165725708,0.6416666507720947,0.6102386116981506,0.7629100680351257,0.6458333134651184,0.6704174876213074
6,0.6335881352424622,0.640625,0.6205278635025024,1.468891978263855,0.6854166388511658,0.6731013059616089
7,0.6369341611862183,0.645312488079071,0.5998063087463379,0.6634446382522583,0.6312500238418579,0.5689969062805176
8,0.635711133480072,0.643750011920929,0.6098108887672424,1.520414113998413,0.6229166388511658,0.6574401259422302
9,0.6334021687507629,0.6458333134651184,0.6123018264770508,0.7530288100242615,0.59375,0.6312428116798401
10,0.6342573165893555,0.6265624761581421,0.6386275291442871,1.4202576875686646,0.6479166746139526,0.6475008726119995
11,0.6330025792121887,0.6416666507720947,0.625399112701416,1.087945818901062,0.668749988079071,0.6892768144607544
12,0.6324281096458435,0.6380208134651184,0.6295876502990723,1.2511705160140991,0.6333333253860474,0.6982901692390442
13,0.6395386457443237,0.6385416388511658,0.6194321513175964,1.2732410430908203,0.6229166388511658,0.6548347473144531
14,0.6398229002952576,0.628125011920929,0.6236632466316223,0.9821043014526367,0.6541666388511658,0.7162671089172363
15,0.621868371963501,0.6354166865348816,0.6611043810844421,1.6347817182540894,0.6791666746139526,0.687982976436615
16,0.6257373690605164,0.6541666388511658,0.6271376013755798,0.6596775650978088,0.6541666388511658,0.6934701204299927
17,0.61197429895401,0.6682291626930237,0.6526256203651428,1.541151762008667,0.6520833373069763,0.6821762323379517
18,0.6191486716270447,0.667187511920929,0.6213163733482361,1.7067159414291382,0.6312500238418579,0.6814309358596802
19,0.6170827746391296,0.6656249761581421,0.6334388256072998,2.0738871097564697,0.6145833134651184,0.6037578582763672
