,loss,accuracy,auc_1,val_loss,val_accuracy,val_auc_1
0,0.6911112666130066,0.6104166507720947,0.5083999633789062,0.6916178464889526,0.6083333492279053,0.5205479264259338
1,0.6789896488189697,0.6312500238418579,0.531017541885376,0.6738606691360474,0.699999988079071,0.4972135126590729
2,0.647900402545929,0.6458333134651184,0.5955260396003723,0.6595784425735474,0.7333333492279053,0.5213068723678589
3,0.6629964113235474,0.6333333253860474,0.602562427520752,0.6487467288970947,0.6499999761581421,0.5955433249473572
4,0.633990466594696,0.6395833492279053,0.6339484453201294,0.7226237058639526,0.6333333253860474,0.5650418996810913
5,0.6345784664154053,0.6708333492279053,0.6024609208106995,2.100205421447754,0.6000000238418579,0.5940393209457397
6,0.607867419719696,0.668749988079071,0.6565158367156982,1.2442433834075928,0.6166666746139526,0.602379560470581
7,0.643847644329071,0.6333333253860474,0.60306715965271,1.0824452638626099,0.625,0.5290370583534241
8,0.640795886516571,0.643750011920929,0.6165202260017395,0.678759753704071,0.7250000238418579,0.5195053815841675
9,0.6162862181663513,0.6604166626930237,0.6445074677467346,1.2353901863098145,0.6583333611488342,0.6725841164588928
10,0.6516866087913513,0.6499999761581421,0.6057049036026001,0.6729329228401184,0.6583333611488342,0.740231990814209
11,0.6260050535202026,0.6895833611488342,0.6309962272644043,0.7737711668014526,0.6416666507720947,0.7162488102912903
12,0.624920666217804,0.6666666865348816,0.6381984949111938,0.654736340045929,0.6333333253860474,0.5848888754844666
13,0.648150622844696,0.6270833611488342,0.6082582473754883,0.609619140625,0.675000011920929,0.6915163397789001
14,0.624798595905304,0.6416666507720947,0.6471166610717773,0.6747233271598816,0.6333333253860474,0.5857778191566467
15,0.6257181763648987,0.6270833611488342,0.6468460559844971,0.6684895753860474,0.5916666388511658,0.6809427738189697
16,0.6014932990074158,0.65625,0.705187976360321,0.6879028081893921,0.6666666865348816,0.719666600227356
17,0.5851308107376099,0.7083333134651184,0.6498344540596008,0.9568913578987122,0.675000011920929,0.6968977451324463
18,0.65447998046875,0.6229166388511658,0.6199634075164795,0.7131876349449158,0.6416666507720947,0.6153730154037476
19,0.6257059574127197,0.6604166626930237,0.6354365944862366,0.6336425542831421,0.6666666865348816,0.6990624666213989
