,loss,accuracy,auc_1,val_loss,val_accuracy,val_auc_1
0,0.6713084578514099,0.6229166388511658,0.5369189381599426,0.6674011945724487,0.6000000238418579,0.5866609215736389
1,0.623960554599762,0.6583333611488342,0.621401309967041,0.7776080369949341,0.6333333253860474,0.5468003153800964
2,0.6254692077636719,0.6520833373069763,0.6277763843536377,0.8061931133270264,0.6416666507720947,0.6156750321388245
3,0.6480000019073486,0.643750011920929,0.6026609539985657,0.6256539821624756,0.6833333373069763,0.6240372657775879
4,0.6815478205680847,0.5708333253860474,0.5271508097648621,0.6865851283073425,0.5416666865348816,0.5144056081771851
5,0.6277585625648499,0.6499999761581421,0.6270508766174316,0.6095767617225647,0.6583333611488342,0.6699599027633667
6,0.6520265936851501,0.625,0.5890370011329651,0.5553090572357178,0.7333333492279053,0.6935369372367859
7,0.6291430592536926,0.6395833492279053,0.6341529488563538,0.7041524052619934,0.6666666865348816,0.6323436498641968
8,0.5855465531349182,0.675000011920929,0.6979760527610779,0.6352562308311462,0.7166666388511658,0.7040014266967773
9,0.601055920124054,0.6479166746139526,0.6832512021064758,0.6638489365577698,0.675000011920929,0.611744225025177
10,0.6348631978034973,0.6479166746139526,0.6130443811416626,0.6840242147445679,0.6833333373069763,0.6126444935798645
11,0.5892279744148254,0.6645833253860474,0.6924394965171814,0.6568208336830139,0.6000000238418579,0.7028356194496155
12,0.6462926864624023,0.6187499761581421,0.6165295839309692,0.5184495449066162,0.6916666626930237,0.7661999464035034
13,0.6370160579681396,0.668749988079071,0.5933893918991089,0.5853067636489868,0.6583333611488342,0.726458728313446
14,0.6204683780670166,0.6499999761581421,0.6414263248443604,0.5235980749130249,0.6583333611488342,0.810280978679657
15,0.6211015582084656,0.6791666746139526,0.6541560292243958,0.5570745468139648,0.7250000238418579,0.705198347568512
16,0.6226288080215454,0.6270833611488342,0.6745925545692444,0.5576972961425781,0.6916666626930237,0.7390885353088379
17,0.6173853278160095,0.6312500238418579,0.6800171136856079,0.6077900528907776,0.6416666507720947,0.7450920939445496
18,0.6290498971939087,0.6520833373069763,0.6224852800369263,0.5599044561386108,0.6833333373069763,0.736937403678894
19,0.5720860958099365,0.6958333253860474,0.6864926218986511,0.6949013471603394,0.6499999761581421,0.7311990261077881
